Post_Date,Organization,Organization_Link,Posts,Is_Walkin,Qualification,Experience_Type,Last_Date,Days_Left,Job_Type
25-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Project Technical Support I (Walkin),True,"Graduates,Doctors",Experience,Today,,Regular
25-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Project Research Scientist III (Walkin),True,Post Graduates,Experience,28-05-2025,1.0,Regular
25-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Project Assistant (Walkin),True,Graduates,Experience,29-05-2025,2.0,Regular
25-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Management Assistant (Walkin),True,"Graduates,Post Graduates","Fresher,Experience",30-05-2025,3.0,Regular
25-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Project Research Scientist II (Walkin),True,Post Graduates,"Fresher,Experience",06-06-2025,,Regular
25-05-2025,Rao Tula Ram Memorial Hospital Delhi (RTRM Hospital Delhi),https://linkingsky.com/government-exams/psu-jobs/rao-tula-ram-memorial-hospital-delhi-recruitment.html,37 Senior Resident (Walkin),True,Doctors,Fresher,30-05-2025,3.0,Regular
25-05-2025,Burari Hospital,https://linkingsky.com/government-exams/psu-jobs/burari-hospital-recruitment.html,19 Senior Resident (Walkin),True,Doctors,Fresher,05-06-2025,,Regular
25-05-2025,Dr Babasaheb Ambedkar Hospital (BSA Hospital),https://linkingsky.com/government-exams/psu-jobs/Baba-saheb-ambedkar-hospital-recruitment.html,2 Senior Resident (Dental),False,Doctors,Fresher,28-05-2025,1.0,Regular
25-05-2025,National Centre for Disease Informatics and Research (NCDIR),https://linkingsky.com/government-exams/psu-jobs/ncdir-bangalore-recruitment.html,2 Consultant (Scientific Medical / Non Medical) (Walkin),True,"Post Graduates,Engineers,Doctors",Experience,10-06-2025,,Regular
25-05-2025,Indian Institute of Technology Indore (IIT Indore),https://linkingsky.com/government-exams/Teaching_Jobs/iit-indore-recruitment.html,1 Research Assistant,False,"Graduates,Post Graduates",Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Indore (IIT Indore),https://linkingsky.com/government-exams/Teaching_Jobs/iit-indore-recruitment.html,2 Junior Research Fellow (Department of Biosciences and Biomedical Engineering),False,"Post Graduates,Engineers",Fresher,06-06-2025,,Regular
25-05-2025,Indian Institute of Technology Indore (IIT Indore),https://linkingsky.com/government-exams/Teaching_Jobs/iit-indore-recruitment.html,1 Project Associate (Digital Humanities),False,"Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Indore (IIT Indore),https://linkingsky.com/government-exams/Teaching_Jobs/iit-indore-recruitment.html,2 Junior Research Fellow (Department of Electrical Engineering),False,Post Graduates,Experience,01-06-2025,,Regular
25-05-2025,Indian Institute of Technology Indore (IIT Indore),https://linkingsky.com/government-exams/Teaching_Jobs/iit-indore-recruitment.html,2 Junior Research Fellow and Senior Research Fellow,False,Post Graduates,"Fresher,Experience",07-06-2025,,Regular
25-05-2025,Indian Institute of Technology Dhanbad (IIT Dhanbad),https://linkingsky.com/government-exams/Teaching_Jobs/ism-dhanbad-recruitment.html,2 Junior Research Fellow,False,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Dhanbad (IIT Dhanbad),https://linkingsky.com/government-exams/Teaching_Jobs/ism-dhanbad-recruitment.html,2 Project Intern,False,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Dhanbad (IIT Dhanbad),https://linkingsky.com/government-exams/Teaching_Jobs/ism-dhanbad-recruitment.html,1 Junior Research Fellow (Mechanical Engg Department),False,Post Graduates,Fresher,29-05-2025,2.0,Regular
25-05-2025,National Institute of Technology Warangal (NIT Warangal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-warangal-recruitment.html,1 Junior Research Fellow (Department of Biotechnology),False,"Post Graduates,Engineers",Fresher,01-06-2025,,Regular
25-05-2025,National Institute of Technology Warangal (NIT Warangal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-warangal-recruitment.html,3 Junior Research Fellow (Department of Civil Engineering),False,"Post Graduates,Engineers",Fresher,15-06-2025,,Regular
25-05-2025,Indian Institute of Technology Dhanbad (IIT Dhanbad),https://linkingsky.com/government-exams/Teaching_Jobs/ism-dhanbad-recruitment.html,1 Intern,False,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Dhanbad (IIT Dhanbad),https://linkingsky.com/government-exams/Teaching_Jobs/ism-dhanbad-recruitment.html,1 Senior Project Associate,False,"Post Graduates,Engineers","Fresher,Experience",02-06-2025,,Regular
25-05-2025,National Institute of Technology Warangal (NIT Warangal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-warangal-recruitment.html,1 Junior Research Fellow (Department of Biotechnology),False,"Post Graduates,Engineers",Fresher,22-06-2025,,Regular
25-05-2025,National Institute of Technology Warangal (NIT Warangal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-warangal-recruitment.html,1 Junior Research Fellow (Dept of ECE),False,Post Graduates,Fresher,30-05-2025,3.0,Regular
25-05-2025,National Institute of Technology Warangal (NIT Warangal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-warangal-recruitment.html,1 Junior Research Fellow (Dept. of ECE),False,Post Graduates,Fresher,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Delhi (IIT Delhi),https://linkingsky.com/government-exams/Teaching_Jobs/iit-delhi-recruitment.html,1 Senior Research Fellow (Chemical Engg Department),False,"Post Graduates,Engineers",Experience,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Delhi (IIT Delhi),https://linkingsky.com/government-exams/Teaching_Jobs/iit-delhi-recruitment.html,2 Principal Project Scientist and Sr Project Manager,False,Post Graduates,Experience,30-05-2025,3.0,Regular
25-05-2025,Indian Institute of Technology Delhi (IIT Delhi),https://linkingsky.com/government-exams/Teaching_Jobs/iit-delhi-recruitment.html,2 Research Associate/ Assistant,False,Post Graduates,"Fresher,Experience",09-06-2025,,Regular
25-05-2025,Oil India Limited (OIL),https://linkingsky.com/government-exams/psu-jobs/oil-india-recruitment.html,7 Graduate Teacher (Walkin),True,Graduates,Fresher,06-06-2025,,Regular
25-05-2025,Tamilnadu Public Service Commission (TNPSC),https://linkingsky.com/government-exams/STATE_PSC/tamilnadu-psc-recruitment.html,615 Combined Technical Services Exam (Non - Interview),False,"Servicemen,Graduates,Post Graduates,Engineers",Fresher,25-06-2025,,Top Job
25-05-2025,Punjab and Sind Bank (PSB Bank),https://linkingsky.com/government-exams/bank/punjab-and-sind-bank-recruitment.html,1 Bank Medical Consultant (Zonal Office Amritsar),False,Doctors,Experience,28-05-2025,1.0,Regular
24-05-2025,Indian Oil Corporation Limited (IOCL),https://linkingsky.com/government-exams/psu-jobs/iocl-recruitment.html,1 Research Associate (Faridabad),False,Post Graduates,Experience,30-05-2025,3.0,Regular
24-05-2025,Central Council for Research in Ayurvedic Sciences (CCRAS),https://linkingsky.com/government-exams/psu-jobs/ccras-recruitment.html,1 Junior Research Fellow (CSMCARI Chennai) (Walkin),True,Post Graduates,Fresher,12-06-2025,,Regular
24-05-2025,Central Council for Research in Ayurvedic Sciences (CCRAS),https://linkingsky.com/government-exams/psu-jobs/ccras-recruitment.html,1 Content Writer (CARI Guwahati) (Walkin),True,Graduates,Fresher,30-05-2025,3.0,Regular
24-05-2025,Central Council for Research in Ayurvedic Sciences (CCRAS),https://linkingsky.com/government-exams/psu-jobs/ccras-recruitment.html,7 Senior Research Fellow (RARI Gangtok) (Walkin),True,Doctors,Fresher,29-05-2025,2.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,1 Sr Project Associate,False,"Graduates,Post Graduates,Engineers",Experience,28-05-2025,1.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,1 Project Associate,False,"Graduates,Post Graduates,Engineers","Fresher,Experience",30-05-2025,3.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Project Executive Officer (Department of Computer Science & Engineering),False,"Post Graduates,Engineers","Fresher,Experience",31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Senior Computer Analyst (Department of Computer Science & Engineering),False,Post Graduates,Experience,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Senior Project Scientist (Department of Computer Science & Engineering),False,Post Graduates,Experience,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,1 Project Engineer,False,"Post Graduates,Engineers","Fresher,Experience",15-06-2025,,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Project Executive Officer,False,Post Graduates,Fresher,09-06-2025,,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Project Manager,False,"Graduates,Post Graduates",Experience,09-06-2025,,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Deputy Project Manager,False,"Graduates,Post Graduates",Experience,20-06-2025,,Regular
24-05-2025,Maharashtra Public Service Commission (MPSC),https://linkingsky.com/government-exams/STATE_PSC/maharashtra-psc-recruitment.html,311 Assistant Director (Animal Husbandry),False,Post Graduates,Experience,09-06-2025,,Regular
24-05-2025,FCI Aravali Gypsum & Minerals India Limited (FAGMIL),https://linkingsky.com/government-exams/psu-jobs/fagmil-recruitment.html,2 Graduate Apprenticeship (Walkin),True,Graduates,Fresher,Today,,Regular
24-05-2025,National Institute of Agricultural Extension Management (NIAEM),https://linkingsky.com/government-exams/Teaching_Jobs/niaem-recruitment.html,1 Consultant (Documentation Expert),False,Post Graduates,Experience,31-05-2025,4.0,Regular
24-05-2025,Translational Health Science and Technology Institute (THSTI),https://linkingsky.com/government-exams/Teaching_Jobs/thsti-recruitment.html,1 Assistant,False,"Graduates,Post Graduates","Fresher,Experience",06-06-2025,,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,1 Project Technician,False,"ITI,Graduates,Diploma",Experience,28-05-2025,1.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Assistant Project Manager (Department of Computer Science & Engineering),False,"Graduates,Post Graduates","Fresher,Experience",31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,5 Deputy Project Manager (Department of Computer Science & Engineering),False,"Graduates,Post Graduates",Experience,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,4 Project Assistant (Department of Computer Science & Engineering),False,Graduates,Fresher,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,2 Project Manager (Department of Computer Science & Engineering),False,"Graduates,Post Graduates",Experience,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Technology Kanpur (IIT Kanpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kanpur-recruitment.html,1 Project Assistant,False,"Graduates,Doctors","Fresher,Experience",30-05-2025,3.0,Regular
24-05-2025,Baba Farid University of Health Sciences (BFUHS),https://linkingsky.com/government-exams/Teaching_Jobs/bfuhs-recruitment.html,"93 Medical Laboratory Technician, DEO and Various",False,"Graduates,Doctors","Fresher,Experience",10-06-2025,,Top Job
24-05-2025,Advanced Materials and Processes Research Institute (AMPRI),https://linkingsky.com/government-exams/Teaching_Jobs/ampri-recruitment.html,1 Junior Stenogrpaher (Hindi),False,Intermediate,Fresher,13-06-2025,,Regular
24-05-2025,Indian Institute of Integrative Medicine Jammu (IIIM Jammu),https://linkingsky.com/government-exams/Teaching_Jobs/iiim-jammu-recruitment.html,10 Junior Secretariat Assistant and Junior Stenographer,False,Intermediate,Fresher,13-06-2025,,Top Job
24-05-2025,Lal Bahadur Shastri Hospital Delhi (LBS Hospital Delhi),https://linkingsky.com/government-exams/psu-jobs/lal-bahadur-shastri-hospital-delhi-lbs-hospital-delhi-recruitment.html,3 Senior Resident (Anesthesia Department) (Walkin),True,Doctors,Fresher,28-05-2025,1.0,Regular
24-05-2025,Himachal Pradesh State Cooperative Bank (HPSC Bank),https://linkingsky.com/government-exams/bank/himachal-pradesh-state-cooperative-bank-recruitment.html,5 Junior Engineers and Junior Lecturers,False,"Graduates,Post Graduates,Diploma","Fresher,Experience",11-06-2025,,Regular
24-05-2025,Himachal Pradesh State Cooperative Bank (HPSC Bank),https://linkingsky.com/government-exams/bank/himachal-pradesh-state-cooperative-bank-recruitment.html,15 System Analyst and Junior System Analyst,False,"Post Graduates,Engineers",Experience,11-06-2025,,Regular
24-05-2025,Employees State Insurance Corporation (ESIC),https://linkingsky.com/government-exams/psu-jobs/employees-state-insurance-corporation-recruitment.html,"26 Specialist, Senior Resident and Various (Bibvewadi Pune) (Walkin)",True,Doctors,"Fresher,Experience",29-05-2025,2.0,Regular
24-05-2025,Aligarh Muslim University (AMU),https://linkingsky.com/government-exams/Teaching_Jobs/amu-recruitment.html,1 Assistant Professor (Department of Microbiology),False,Doctors,Experience,29-05-2025,2.0,Regular
24-05-2025,National Thermal Power Corporation (NTPC),https://linkingsky.com/government-exams/psu-jobs/ntpc-recruitment.html,30 Assistant Chemist Trainee,False,"Servicemen,Post Graduates",Fresher,31-05-2025,4.0,Top Job
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,1 Public Relation Officer (Bihar State Pollution Control Board),False,Graduates,Fresher,10-06-2025,,Regular
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,24 Assistant Environmental Engineer (Bihar State Pollution Control Board),False,Engineers,Fresher,10-06-2025,,Top Job
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,1 Law officer (Bihar State Pollution Control Board),False,Graduates,Experience,10-06-2025,,Regular
24-05-2025,Indian Institute of Management Tiruchirappalli (IIM Tiruchirappalli),https://linkingsky.com/government-exams/Teaching_Jobs/iim-trichy-recruitment.html,"20 Professor, Associate Professor and Assistant Professor (Extended)",False,Post Graduates,"Fresher,Experience",06-06-2025,,Regular
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,9 Junior Laboratory Assistant (Bihar State Pollution Control Board),False,Graduates,Fresher,10-06-2025,,Regular
24-05-2025,Himachal Pradesh Public Service Commission (HPPSC),https://linkingsky.com/government-exams/STATE_PSC/hppsc-recruitment.html,8 Himachal Pradesh Forest Service (HPFS) (Assistant Conservator of Forests),False,"Graduates,Engineers",Fresher,10-06-2025,,Top Job
24-05-2025,National Centre for Disease Informatics and Research (NCDIR),https://linkingsky.com/government-exams/psu-jobs/ncdir-bangalore-recruitment.html,1 Consultant (Hindi Translator),False,Post Graduates,Experience,11-06-2025,,Regular
24-05-2025,Sambalpur University,https://linkingsky.com/government-exams/Teaching_Jobs/sambalpur-university-recruitment.html,2 Associate Professor/Assistant Professor (Walkin),True,"Graduates,Post Graduates","Fresher,Experience",04-06-2025,,Regular
24-05-2025,Indian Institute of Management Ahmedabad (IIM Ahmedabad),https://linkingsky.com/government-exams/Teaching_Jobs/iim-ahmedabad-recruitment.html,1 Centre Research Fellow (MCFME),False,Post Graduates,Fresher,10-06-2025,,Regular
24-05-2025,Indian Council of Medical Research (ICMR),https://linkingsky.com/government-exams/psu-jobs/icmr-recruitment.html,2 Young Professional II (Walkin),True,Post Graduates,Experience,30-05-2025,3.0,Regular
24-05-2025,National Institute for Implementation Research on Non Communicable Diseases (NIIRNCD),https://linkingsky.com/government-exams/psu-jobs/dmrc-jodhpur-recruitment.html,5 Project Nurse and Various (Walkin),True,"Graduates,Post Graduates,Doctors","Fresher,Experience",Today,,Regular
24-05-2025,Regional Institute of Medical Sciences Imphal (RIMS Imphal),https://linkingsky.com/government-exams/Teaching_Jobs/rims-imphal-recruitment.html,15 Senior Resident (Walkin),True,Doctors,Fresher,28-05-2025,1.0,Regular
24-05-2025,Indian Institute of Technology Goa (IIT Goa),https://linkingsky.com/government-exams/Teaching_Jobs/iit-goa-recruitment.html,1 Junior Research Fellow,False,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
24-05-2025,Madhya Pradesh Metro Rail Corporation Limited (MPMRCL),https://linkingsky.com/government-exams/railway-jobs/madhya-pradesh-metro-rail-corporation-limited-mpmrcl-recruitment.html,2 Store (Assistant Store),False,Engineers,Experience,15-06-2025,,Regular
24-05-2025,Uttarakhand Public Service Commission (UKPSC),https://linkingsky.com/government-exams/STATE_PSC/ukpsc-recruitment.html,Uttrakhand Judicial Service Civil Judge (Junior Division) Exam,False,Graduates,Fresher,05-06-2025,,Top Job
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,15 Mineral Development Officer,False,Post Graduates,Fresher,16-06-2025,,Regular
24-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,3 Counsellor (Walkin),True,Graduates,Fresher,10-06-2025,,Regular
24-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,2 Research Assistant (Walkin),True,Graduates,Experience,17-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,3 Executive Assistant and Various (Punjab) (Walkin),True,"Graduates,Post Graduates,Post Graduate Diploma",Experience,10-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,"7 Housekeeping Supervisor, Public Relations Officer and Various (HBCH&RC Muzaffarpur) (Walkin)",True,"Graduates,Engineers,Diploma",Experience,03-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,1 Nurse (HBCH&RC Muzaffarpur) (Walkin),True,Doctors,Experience,06-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,10 Field Investigator (HBCH&RC Muzaffarpur) (Walkin),True,"Graduates,Post Graduates,Doctors","Fresher,Experience",05-06-2025,,Regular
24-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,1 Dental Hygienist (Walkin),True,"Intermediate,Doctors",Experience,29-05-2025,2.0,Regular
24-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,1 Physiotherapist (Walkin),True,Doctors,Experience,03-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,1 Research Coordinator (Walkin),True,Post Graduates,Experience,04-06-2025,,Regular
24-05-2025,Bihar Public Service Commission (BPSC),https://linkingsky.com/government-exams/STATE_PSC/bihar-psc-recruitment.html,41 Assistant Section Officer,False,Graduates,Fresher,23-06-2025,,Top Job
24-05-2025,All India Institute of Medical Science Kalyani (AIIMS Kalyani),https://linkingsky.com/government-exams/Teaching_Jobs/all-india-institute-of-medical-science-kalyani-aiims-kalyani-recruitment.html,"3 Project Research Scientist, DEO and Project Technical Support",False,"Intermediate,Doctors","Fresher,Experience",15-06-2025,,Regular
24-05-2025,Engineering Projects India Limited (EPIL),https://linkingsky.com/government-exams/psu-jobs/engineering-projects-india-limited-recruitment.html,1 Consultant/Expert (Business Development IT),False,"Post Graduates,Engineers",Experience,03-06-2025,,Regular
24-05-2025,Mizoram University (MZU),https://linkingsky.com/government-exams/Teaching_Jobs/mizoram-university-recruitment.html,1 Project Associate (Department of Zoology),False,Post Graduates,Fresher,28-05-2025,1.0,Regular
24-05-2025,National Council of Educational Research and Training (NCERT),https://linkingsky.com/government-exams/Teaching_Jobs/ncert-recruitment.html,1 Junior Project Fellow (Department of Education of Groups with Special Needs) (Walkin),True,Post Graduates,Fresher,28-05-2025,1.0,Regular
24-05-2025,Krishak Bharati Cooperative Limited (KRIBHCO),https://linkingsky.com/government-exams/psu-jobs/kribhco-recruitment.html,1 Senior Manager (Instrumentation),False,Engineers,Experience,20-06-2025,,Regular
24-05-2025,National Botanical Research Institute (NBRI),https://linkingsky.com/government-exams/Teaching_Jobs/nbri-recruitment.html,"13 Project Associate I, DEO and Various (Walkin)",True,"Graduates,Post Graduates,Engineers","Fresher,Experience",05-06-2025,,Regular
24-05-2025,Biotechnology Industry Research Assistance Council (BIRAC),https://linkingsky.com/government-exams/psu-jobs/birac-recruitment.html,1 Young Professional/Intern (Technical Department),False,Post Graduates,Experience,10-06-2025,,Regular
24-05-2025,National Thermal Power Corporation (NTPC),https://linkingsky.com/government-exams/psu-jobs/ntpc-recruitment.html,150 Deputy Manager,False,"Servicemen,Engineers",Experience,09-06-2025,,Regular
24-05-2025,Tata Memorial Centre Hospital (TMC Hospital),https://linkingsky.com/government-exams/psu-jobs/tata-memorial-hospital-recruitment.html,1 IT Technical Engineer (Walkin),True,"Graduates,Engineers,Diploma",Experience,28-05-2025,1.0,Regular
24-05-2025,Indian Council of Medical Research (ICMR),https://linkingsky.com/government-exams/psu-jobs/icmr-recruitment.html,1 Consultant (Non-medical) (Walkin),True,Post Graduates,Experience,29-05-2025,2.0,Regular
24-05-2025,National Institute for Implementation Research on Non Communicable Diseases (NIIRNCD),https://linkingsky.com/government-exams/psu-jobs/dmrc-jodhpur-recruitment.html,1 Consultant (Walkin),True,"Post Graduates,Doctors",Experience,28-05-2025,1.0,Regular
24-05-2025,Digital India Corporation (DIC),https://linkingsky.com/government-exams/psu-jobs/digital-india-corporation-dic-recruitment.html,1 DevOps Engineer,False,Graduates,Experience,Today,,Regular
24-05-2025,Digital India Corporation (DIC),https://linkingsky.com/government-exams/psu-jobs/digital-india-corporation-dic-recruitment.html,4 Technical Support Executive,False,"Post Graduates,Engineers",Experience,Today,,Regular
24-05-2025,National Institute of Malaria Research (NIMR),https://linkingsky.com/government-exams/Teaching_Jobs/nimr-delhi-recruitment.html,6 Project Technical Support I (Walkin),True,"Graduates,Doctors",Experience,29-05-2025,2.0,Regular
24-05-2025,Indian Institute of Engineering Science and Technology Shibpur (IIEST Shibpur),https://linkingsky.com/government-exams/Teaching_Jobs/iiest-shibpur-recruitment.html,1 Superintending Engineer,False,Engineers,Experience,20-06-2025,,Regular
24-05-2025,All India Institute of Medical Sciences Delhi (AIIMS Delhi),https://linkingsky.com/government-exams/psu-jobs/aiims-delhi-recruitment.html,1 E -Learning Consultant,False,"Post Graduates,Engineers,Doctors",Experience,Today,,Regular
24-05-2025,All India Institute of Medical Sciences Delhi (AIIMS Delhi),https://linkingsky.com/government-exams/psu-jobs/aiims-delhi-recruitment.html,1 Study Nurse (Department of Pediatrics),False,Doctors,Experience,30-05-2025,3.0,Regular
24-05-2025,All India Institute of Medical Sciences Delhi (AIIMS Delhi),https://linkingsky.com/government-exams/psu-jobs/aiims-delhi-recruitment.html,2 Intern,False,Post Graduates,Fresher,30-05-2025,3.0,Regular
24-05-2025,All India Institute of Medical Sciences Delhi (AIIMS Delhi),https://linkingsky.com/government-exams/psu-jobs/aiims-delhi-recruitment.html,1 Project Technical Staff I,False,Doctors,Experience,30-05-2025,3.0,Regular
24-05-2025,All India Institute of Medical Sciences Delhi (AIIMS Delhi),https://linkingsky.com/government-exams/psu-jobs/aiims-delhi-recruitment.html,1 Project Technical Support III (Department of Biophysics),False,Post Graduates,Fresher,08-06-2025,,Regular
24-05-2025,Institute for Stem Cell Biology and Regenerative Medicine (InStem),https://linkingsky.com/government-exams/Teaching_Jobs/institute-for-stem-cell-biology-and-regenerative-medicine-recruitment.html,2 Project Associate I,False,Post Graduates,Fresher,31-05-2025,4.0,Regular
24-05-2025,Institute for Stem Cell Biology and Regenerative Medicine (InStem),https://linkingsky.com/government-exams/Teaching_Jobs/institute-for-stem-cell-biology-and-regenerative-medicine-recruitment.html,1 Research Associate III,False,Post Graduates,Experience,31-05-2025,4.0,Regular
24-05-2025,Indian Institute of Management Ahmedabad (IIM Ahmedabad),https://linkingsky.com/government-exams/Teaching_Jobs/iim-ahmedabad-recruitment.html,1 Research Associate,False,Post Graduates,Fresher,10-06-2025,,Regular
24-05-2025,Odisha Hydro Power Corporation (OHPC),https://linkingsky.com/government-exams/psu-jobs/odisha-hydro-power-corporation-ohpc-recruitment.html,1 Assistant Teacher (TGT Science),False,"Graduates,Post Graduates",Fresher,16-06-2025,,Regular
24-05-2025,Central Inland Fisheries Research Institute (CIFRI),https://linkingsky.com/government-exams/Teaching_Jobs/cifri-recruitment.html,1 Young Professional II,False,"Graduates,Post Graduates,Engineers",Fresher,29-05-2025,2.0,Regular
24-05-2025,Central Inland Fisheries Research Institute (CIFRI),https://linkingsky.com/government-exams/Teaching_Jobs/cifri-recruitment.html,1 Young Professional II,False,"Graduates,Post Graduates",Fresher,29-05-2025,2.0,Regular
24-05-2025,Central Inland Fisheries Research Institute (CIFRI),https://linkingsky.com/government-exams/Teaching_Jobs/cifri-recruitment.html,1 Project Associate I,False,Post Graduates,Fresher,29-05-2025,2.0,Regular
24-05-2025,Indian Institute of Management Udaipur (IIM Udaipur),https://linkingsky.com/government-exams/Teaching_Jobs/iim-udaipur-recruitment.html,1 Head-Placement,False,Graduates,Experience,04-06-2025,,Regular
24-05-2025,Indian Institute of Management Udaipur (IIM Udaipur),https://linkingsky.com/government-exams/Teaching_Jobs/iim-udaipur-recruitment.html,1 Research Assistant/Associate,False,Post Graduates,Fresher,31-05-2025,4.0,Regular
24-05-2025,National Council of Educational Research and Training (NCERT),https://linkingsky.com/government-exams/Teaching_Jobs/ncert-recruitment.html,"3 Computer Programmer, JPF and SRA (Walkin)",True,"Post Graduates,Engineers","Fresher,Experience",02-06-2025,,Regular
